data;mun_id;drs_desc;mun_desc;casos_ativos;suspeitos;em_isol
18/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;189;275;464
19/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;157;231;388
20/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;176;266;442
21/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;171;239;410
22/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;175;248;423
23/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;173;216;389
24/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;188;237;425
25/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;197;271;468
26/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;169;241;410
27/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;154;212;366
28/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;155;253;408
29/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;156;241;397
30/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;151;256;407
31/07/2021;3553708;DRS 03 - Araraquara;Taquaritinga;173;266;439
01/08/2021;3553708;DRS 03 - Araraquara;Taquaritinga;174;266;440
02/08/2021;3553708;DRS 03 - Araraquara;Taquaritinga;152;262;414
03/08/2021;3553708;DRS 03 - Araraquara;Taquaritinga;169;242;411
04/08/2021;3553708;DRS 03 - Araraquara;Taquaritinga;166;215;381
25/04/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;240;347;587
26/04/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;243;383;626
27/04/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;256;446;702
28/04/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;285;494;779
29/04/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;335;491;826
30/04/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;394;499;893
01/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;411;430;841
02/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;437;406;843
03/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;436;463;899
04/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;461;516;977
05/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;497;487;984
06/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;535;540;1075
07/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;569;610;1179
08/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;506;641;1147
09/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;535;592;1127
10/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;580;552;1132
11/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;511;660;1171
12/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;467;760;1227
13/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;480;731;1211
14/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;494;577;1071
15/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;509;469;978
16/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;507;501;1008
17/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;568;548;1116
18/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;606;542;1148
19/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;628;634;1262
20/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;650;614;1264
21/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;654;521;1175
22/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;636;434;1070
23/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;654;463;1117
24/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;662;539;1201
25/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;639;589;1228
26/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;642;537;1179
27/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;647;569;1216
28/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;641;618;1259
29/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;600;584;1184
30/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;615;547;1162
31/05/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;542;497;1039
01/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;482;486;968
02/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;471;509;980
03/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;468;498;966
04/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;443;566;1009
05/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;431;560;991
06/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;439;463;902
07/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;457;460;917
08/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;498;451;949
09/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;435;441;876
10/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;439;437;876
11/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;433;474;907
12/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;402;317;719
13/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;387;403;790
14/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;390;330;720
15/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;363;346;709
16/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;338;353;691
17/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;324;299;623
18/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;308;301;609
19/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;289;221;510
20/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;264;192;456
21/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;235;208;443
22/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;219;237;456
23/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;204;206;410
24/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;192;186;378
25/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;187;146;333
26/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;161;145;306
27/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;147;155;302
28/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;152;179;331
29/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;156;152;308
30/06/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;149;167;316
01/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;138;173;311
02/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;160;174;334
03/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;176;189;365
04/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;172;197;369
05/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;187;195;382
06/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;205;198;403
07/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;213;193;406
08/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;215;180;395
09/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;208;191;399
10/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;203;185;388
11/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;198;160;358
12/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;203;161;364
13/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;188;197;385
14/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;190;218;408
15/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;181;218;399
16/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;190;230;420
17/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;173;188;361
18/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;156;167;323
19/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;165;173;338
20/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;152;173;325
21/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;156;219;375
22/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;161;235;396
23/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;169;204;373
24/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;146;204;350
25/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;169;204;373
26/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;179;126;305
27/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;189;124;313
28/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;188;193;381
29/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;209;205;414
30/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;207;204;411
31/07/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;214;203;417
01/08/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;200;197;397
02/08/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;204;196;400
03/08/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;221;192;413
04/08/2021;3505906;DRS 13 - Ribeirão Preto;Batatais;227;191;418
