t_start;t_end;Mean(R);Std(R);Quantile.0.025(R);Quantile.0.05(R);Quantile.0.25(R);Median(R);Quantile.0.75(R);Quantile.0.95(R);Quantile.0.975(R)
185;191;0,702166988;0,059343942;0,590675766;0,607488289;0,661281393;0,700495871;0,741231161;0,802546222;0,823154168
186;192;0,774384558;0,064532047;0,653071954;0,671382809;0,729936832;0,772592741;0,816879297;0,883498573;0,905879017
187;193;0,810197038;0,068720016;0,681111035;0,700572067;0,762848355;0,80825495;0,855428958;0,926446887;0,950318761
188;194;1,016548569;0,079622229;0,866480067;0,889221821;0,96177159;1,014470495;1,069060511;1,150964033;1,178425676
189;195;1,243410161;0,090206454;1,072886385;1,098846318;1,181436572;1,241229421;1,303006762;1,395412899;1,426326075
190;196;1,41467456;0,097160248;1,230640908;1,258742794;1,347985254;1,412450852;1,478940012;1,578191773;1,611344608
191;197;1,575691423;0,101499207;1,383019763;1,412538889;1,506095412;1,57351258;1,642912452;1,74627634;1,780744618
192;198;1,580369865;0,098773117;1,392689844;1,421487111;1,512674479;1,578312569;1,645822745;1,746270378;1,779740754
193;199;1,544721485;0,093662498;1,366583108;1,393955956;1,48055781;1,542828857;1,606822133;1,701943056;1,733615011
194;200;1,577312165;0,090316632;1,405242767;1,431752174;1,515491494;1,575588661;1,637254143;1,728751274;1,759175682
195;201;1,368214714;0,080344334;1,215257862;1,238796132;1,313200308;1,366642375;1,42151521;1,502996776;1,530106648
196;202;1,222321051;0,072659445;1,084045136;1,105312298;1,172559981;1,220881634;1,270513104;1,344239869;1,368776686
197;203;1,146498233;0,067793862;1,017461369;1,037312346;1,100072913;1,145162265;1,191467299;1,260241305;1,283126957
198;204;1,084582861;0,064245144;0,96230696;0,981116324;1,040586595;1,083314607;1,127196683;1,1923756;1,214065824
199;205;0,953842901;0,059268914;0,841204482;0,858492385;0,913225789;0,952615586;0,993122206;1,053379983;1,073455714
200;206;0,975699775;0,059379197;0,862778293;0,880126858;0,935019723;0,974495472;1,015067097;1,075380752;1,095464889
201;207;0,867494584;0,055880238;0,761419486;0,777671197;0,829178603;0,866295025;0,904503021;0,961409857;0,980386317
202;208;0,909648078;0,057416478;0,800584743;0,817311155;0,870291072;0,908440332;0,947688611;1,006104814;1,02557459
203;209;1,116150632;0,064121178;0,993999964;1,012816036;1,072258415;1,114922984;1,158704662;1,223672915;1,245277632
204;210;1,183243252;0,066668205;1,056169348;1,075760492;1,137619889;1,181991379;1,227502016;1,294996331;1,317431164
205;211;1,140218486;0,065503841;1,015433851;1,034655658;1,095379809;1,138964366;1,183690119;1,2500593;1,272129886
206;212;1,325274912;0,069848121;1,191894532;1,212515608;1,277518169;1,324048008;1,371694261;1,442219352;1,465627442
207;213;1,208625775;0,065643541;1,083376214;1,102716328;1,16372602;1,207437561;1,252230315;1,318588388;1,34062761
208;214;1,206866892;0,064235043;1,084237343;1,103188735;1,162942307;1,205727455;1,249549429;1,314431826;1,335971538
209;215;1,268595373;0,064403172;1,145492217;1,164552687;1,224582535;1,267505681;1,31142038;1,376355143;1,397890956
210;216;1,143397625;0,05993032;1,028939265;1,046638875;1,102424843;1,142350729;1,183229231;1,243727483;1,263805207
211;217;1,086303195;0,057253205;0,976973778;0,993876491;1,047157881;1,085297524;1,124352272;1,182160378;1,201347554
212;218;1,124873086;0,057254533;1,015441416;1,03238338;1,085744324;1,123901842;1,162943133;1,220675833;1,239824073
213;219;1,092855416;0,055769544;0,98626915;1,002768922;1,054740274;1,091906904;1,129936623;1,186177414;1,204831824
214;220;1,02209248;0,05342563;0,920049759;0,935831175;0,985568075;1,021161763;1,05760235;1,111528584;1,129424203
215;221;0,957815861;0,051270708;0,859951254;0,875071893;0,922753795;0,956901197;0,991880894;1,043679872;1,060878238
216;222;1,064445428;0,053762613;0,961667663;0,977584248;1,027706662;1,063540424;1,100197684;1,154393694;1,172366088
217;223;1,028362151;0,052823416;0,927423589;0,943045069;0,992257516;1,02745784;1,063481034;1,116763957;1,134439664
218;224;1,062462477;0,053662459;0,959876177;0,975763111;1,025792151;1,061559159;1,098148131;1,152243179;1,170182092
219;225;1,061802992;0,053492862;0,959534291;0,975373596;1,025249723;1,060904817;1,097377195;1,151296182;1,169175786
220;226;0,982990957;0,051241946;0,885112033;0,900251149;0,947960657;0,98210071;1,017050837;1,068767517;1,085928906
221;227;1,07869917;0,053403567;0,976556308;0,992386677;1,042214802;1,077818008;1,114223014;1,168017421;1,185849448
222;228;1,059307554;0,052767868;0,958396137;0,974031993;1,023254748;1,058431498;1,094405404;1,147571456;1,165197368
223;229;0,935158505;0,049424663;0,840785305;0,855374088;0,901364518;0,934287925;0,968003512;1,017912592;1,034478969
224;230;0,983702771;0,050462887;0,887271576;0,902196259;0,949212126;0,982840009;1,017252954;1,068152282;1,085036812
225;231;0,984985166;0,050462319;0,888551779;0,903477572;0,950495484;0,984123546;1,01853563;1,069431861;1,086314906
226;232;0,954020732;0,049799477;0,858900525;0,873612144;0,919975944;0,953154368;0,987121134;1,037384604;1,054064244
227;233;0,98304162;0,050696501;0,886177309;0,901165899;0,948388972;0,982170266;1,016744441;1,067889643;1,084857593
