t_start;t_end;Mean(R);Std(R);Quantile.0.025(R);Quantile.0.05(R);Quantile.0.25(R);Median(R);Quantile.0.75(R);Quantile.0.95(R);Quantile.0.975(R)
232;238;1,013357492;0,12869653;0,776935379;0,811361279;0,923842124;1,007914572;1,096941655;1,233921534;1,28070493
233;239;0,753860135;0,107694305;0,557709878;0,585886196;0,678700698;0,748738083;0,823438591;0,939307687;0,979111024
234;240;0,620770957;0,096948136;0,445475957;0,470364897;0,552925421;0,615731399;0,683125919;0,788369564;0,824696442
235;241;0,641548729;0,100193078;0,460386444;0,48610844;0,571432341;0,636340492;0,705990768;0,814757014;0,852299786
236;242;0,606546259;0,101091043;0,424817543;0,450380251;0,535652096;0,600939428;0,671332303;0,781840405;0,820126821
237;243;0,665506432;0,110917739;0,466112523;0,494160089;0,587720903;0,659354581;0,736590093;0,857840289;0,89984839
238;244;0,632394609;0,113581425;0,429681455;0,457864137;0,552538646;0,625607819;0,704857793;0,830079278;0,873660606
239;245;1,345483857;0,173701219;1,026745929;1,073075368;1,224610791;1,338016374;1,458219635;1,64336678;1,706649877
240;246;1,456733278;0,188063458;1,111640957;1,16180108;1,325865994;1,448648357;1,578790453;1,779246227;1,847761797
241;247;1,450992359;0,187322308;1,107260031;1,157222476;1,320640818;1,442939301;1,572568513;1,7722343;1,840479853
242;248;1,347869592;0,174009216;1,028566496;1,074978084;1,226782201;1,340388869;1,460805267;1,646280704;1,709676011
243;249;1,238688925;0,159914053;0,945250145;0,987902283;1,127409903;1,231814158;1,342476539;1,512928022;1,571188157
244;250;1,310547552;0,158927235;1,017691454;1,060541699;1,200142209;1,304128928;1,413958217;1,582449559;1,639873343
245;251;1,428089284;0,16169927;1,128845317;1,172925637;1,315956198;1,421990997;1,53357648;1,704056102;1,761983671
246;252;1,199461953;0,144398251;0,933252995;0,972233155;1,099169042;1,193672454;1,293445742;1,446440721;1,498566099
247;253;1,12586948;0,135538758;0,875993658;0,912582207;1,031729997;1,120435193;1,214086933;1,357694971;1,406622219
248;254;1,908177658;0,172054585;1,585882193;1,6342632;1,789483462;1,903008943;2,021238381;2,199723793;2,259843473
249;255;1,828266239;0,164849215;1,519467991;1,56582288;1,714542767;1,823313982;1,936592161;2,10760289;2,165204854
250;256;1,646718107;0,148479571;1,368583743;1,410335558;1,544287455;1,642257612;1,744287187;1,89831643;1,950198479
251;257;1,866559746;0,147564505;1,588541537;1,630648663;1,765023657;1,862672523;1,963858894;2,115730913;2,166666971
252;258;1,400226799;0,120068457;1,174795054;1,20875587;1,317480676;1,39679637;1,479233969;1,603399666;1,645151572
253;259;1,69420755;0,124225325;1,459469049;1,495182959;1,60884657;1,691172305;1,776260147;1,903585914;1,946193923
254;260;1,888928285;0,124823895;1,652181823;1,688406506;1,803304576;1,886179466;1,971555741;2,098826736;2,141295195
255;261;1,530150702;0,106610651;1,328319486;1,359115065;1,456957369;1,527675443;1,600645998;1,709629873;1,746047743
256;262;1,346835641;0,093838486;1,169184202;1,19629041;1,282411013;1,344656924;1,408885463;1,504812855;1,536867793
257;263;1,44890328;0,092191508;1,273829761;1,300669137;1,385701407;1,446948415;1,509974305;1,603805778;1,635085568
258;264;1,178619746;0,080009922;1,027009211;1,050174533;1,12371265;1,176809765;1,231553948;1,313239107;1,340515651
259;265;1,319132564;0,081809129;1,163647816;1,187514051;1,263070221;1,317441754;1,373351876;1,45651869;1,484225575
260;266;1,068959308;0,071743851;0,932958653;0,953751369;1,019733929;1,067354693;1,116435638;1,189640855;1,214078336
261;267;0,960514607;0,066440185;0,834700242;0,853904664;0,914905711;0,958983121;1,004454177;1,072348712;1,095031754
262;268;0,960569752;0,065510313;0,836454486;0,855413993;0,915609664;0,959080908;1,00390699;1,070804212;1,0931455
263;269;0,957948105;0,065331519;0,834171582;0,853079343;0,913110725;0,956463324;1,001167064;1,067881706;1,090162019
264;270;0,948913869;0,065325925;0,825188701;0,844079092;0,904073406;0,947415216;0,992120793;1,058860804;1,081155243
265;271;0,818618298;0,061016205;0,703392773;0,720906815;0,776679158;0,817102839;0,858905612;0,921499295;0,94245545
266;272;0,80216553;0,060812012;0,687400913;0,704827339;0,760354112;0,800629339;0,842302532;0,904743959;0,925659559
267;273;0,872281732;0,064305462;0,750793748;0,769271548;0,828090291;0,870702021;0,914751308;0,980680598;1,002746463
268;274;0,759999792;0,061242529;0,644707011;0,66214746;0,717844957;0,758355406;0,800362312;0,86346146;0,884636719
269;275;0,703087033;0,060068779;0,590287929;0,607285146;0,661693181;0,701377101;0,742617164;0,804721868;0,825602641
270;276;0,736387382;0,06291382;0,618245768;0,636048025;0,69303299;0,734596462;0,77778978;0,842835953;0,864705703
271;277;0,736752381;0,06486743;0,615107302;0,633399133;0,69202465;0,734849505;0,779406115;0,846596764;0,869210283
272;278;0,939276926;0,075689092;0,796787612;0,818342105;0,887178143;0,937244643;0,989160602;1,067144273;1,093314585
273;279;0,861970757;0,074742344;0,721710102;0,742823781;0,810449968;0,859811395;0,911137985;0,988483793;1,014501722
274;280;0,639187375;0,065579241;0,517140756;0,535277414;0,593818161;0,636946017;0,682113833;0,750743222;0,773969747
275;281;0,825127999;0,07563936;0,683550132;0,704777165;0,772929083;0,82281787;0,874809081;0,953359224;0,979832736
276;282;0,819502945;0,07743575;0,67477619;0,696425847;0,76602972;0,817065243;0,870319325;0,950895642;0,978081392
277;283;0,867659645;0,08198613;0,714428267;0,73735013;0,811044157;0,865078695;0,921462164;1,006773411;1,035556685
278;284;0,673134843;0,073886148;0,536148145;0,556385132;0,621936591;0,670433429;0,72138905;0,799099888;0,825471106
279;285;0,750571854;0,079560457;0,602770832;0,624673391;0,695488004;0,747762603;0,802594079;0,886053476;0,914335343
280;286;0,792515084;0,084006431;0,636454689;0,659581201;0,734353054;0,789548847;0,847444398;0,935567648;0,965429954
281;287;1,3089771;0,11142753;1,099701177;1,131243909;1,232197085;1,30581668;1,382312446;1,49749116;1,536211774
282;288;1,134005183;0,106209316;0,935414437;0,965141653;1,060676372;1,130691108;1,20372198;1,314173827;1,351427452
283;289;0,992468633;0,09875432;0,808382001;0,83580741;0,924195937;0,989195087;1,057173584;1,160296776;1,195156215
284;290;0,957897094;0,095314323;0,780222915;0,80669299;0,892002602;0,954737579;1,02034812;1,119879131;1,15352428
285;291;0,944000421;0,093931553;0,768903847;0,794989908;0,879061892;0,940886743;1,00554544;1,103632507;1,13678955
286;292;0,930232763;0,09349191;0,756047287;0,781976419;0,865583526;0,927102548;0,991470483;1,089167102;1,122204713
287;293;0,790532188;0,086772181;0,629654475;0,653420872;0,730404762;0,787359637;0,847202117;0,938466028;0,969436491
288;294;0,698665079;0,082338469;0,546662395;0,568967035;0,641507944;0,695433194;0,752300208;0,839388157;0,869031056
289;295;0,915274064;0,095946792;0,736921582;0,763377036;0,848862553;0,911923603;0,978034097;1,078600453;1,112664279
290;296;0,967094548;0,101379055;0,778644203;0,806597498;0,896922987;0,963554393;1,033407894;1,139668061;1,175660493
291;297;1,008800684;0,105751046;0,812223383;0,841382169;0,935602962;1,00510786;1,077973806;1,188816463;1,226361076
292;298;1,02661552;0,107618548;0,826566778;0,856240491;0,952125168;1,022857483;1,0970102;1,209810274;1,248017903
293;299;1,685417839;0,138074809;1,425663889;1,464915158;1,590347443;1,681648832;1,776380191;1,918777376;1,96658892
294;300;1,996119597;0,149196984;1,714399984;1,757213753;1,893564843;1,992403662;2,094624045;2,247701189;2,298955073
295;301;1,754315513;0,13415586;1,501222505;1,539633264;1,662061932;1,750896983;1,842842976;1,980659021;2,02683431
296;302;1,527806857;0,116494181;1,308008445;1,341372116;1,44770272;1,524847013;1,60468483;1,724338186;1,764424577
297;303;1,471524711;0,106755623;1,269716846;1,300439358;1,398181521;1,468943895;1,542054834;1,651413691;1,687998161
298;304;1,326414084;0,096228192;1,144506982;1,172199873;1,260303444;1,324087769;1,38998906;1,488563774;1,521540561
299;305;1,369297731;0,093822735;1,19157106;1,218713305;1,304901736;1,367155452;1,431358629;1,527189834;1,559198072
300;306;0,841479433;0,071117992;0,707867953;0,72801614;0,792481989;0,83947676;0,888294077;0,961774267;0,986470903
301;307;0,676670823;0,062030313;0,560565671;0,577973533;0,633863546;0,674776333;0,717413276;0,781830664;0,803541057
302;308;0,570768433;0,056793582;0,464900263;0,480672608;0,531504825;0,568885818;0,607980233;0,667286352;0,687334006
303;309;0,630405901;0,061230434;0,516124699;0,533183419;0,588097774;0,628424605;0,670554645;0,734387087;0,7559453
304;310;0,663491378;0,065695436;0,540997926;0,559254406;0,618078612;0,66132437;0,706542378;0,775120579;0,798298228
305;311;0,733097212;0,07258744;0,597753165;0,617924904;0,682920264;0,730702866;0,780664624;0,856437257;0,882046435
306;312;0,621859603;0,069964672;0,492332104;0,51142364;0,573349137;0,6192377;0,667512718;0,741239691;0,766284764
307;313;1,04604104;0,094318344;0,869362374;0,895884285;0,980974248;1,04320761;1,108019628;1,205863277;1,238820194
308;314;1,052077414;0,098106725;0,868597805;0,896072101;0,984349117;1,04902949;1,11648377;1,218479927;1,25287621
309;315;1,219427185;0,107364577;1,01808774;1,048363253;1,145396599;1,216277662;1,290025021;1,401234846;1,438663352
310;316;0,975908394;0,095695691;0,797387877;0,824015419;0,909771967;0,972782271;1,038637726;1,138465379;1,172192244
311;317;1,423019296;0,113932726;1,208476545;1,240944017;1,344605964;1,419979814;1,498119707;1,615462856;1,654833768
312;318;1,391509239;0,111409903;1,181717129;1,213465671;1,314832222;1,388537061;1,464946695;1,579691502;1,618190621
313;319;1,913187189;0,127545813;1,671350498;1,708337136;1,825684041;1,910353585;1,997601672;2,127703133;2,17112611
314;320;1,319975999;0,101838359;1,127919187;1,157051074;1,249934607;1,317357925;1,387163759;1,491831679;1,526909989
315;321;1,405594149;0,099142967;1,217983312;1,246589782;1,337513713;1,403263836;1,471134545;1,572547622;1,606447131
316;322;1,317228099;0,091553682;1,143887199;1,170339198;1,254374635;1,315107567;1,377770178;1,4713505;1,502619071
317;323;1,58421335;0,096952283;1,399871069;1,428184797;1,517786876;1,582235995;1,648484446;1,746986963;1,779792242
318;324;1,123058991;0,079018155;0,973517461;0,996322342;1,06880032;1,121206303;1,175298232;1,256115482;1,283128534
319;325;1,038311784;0,073055362;0,900054814;0,921138815;0,98814753;1,036598902;1,086608997;1,161327693;1,186302312
320;326;0,648589535;0,056239845;0,543050464;0,558937443;0,609822739;0,646964724;0,685585395;0,743784216;0,763361396
321;327;1,036146805;0,070664626;0,902266223;0,922717453;0,987649283;1,034540819;1,08289379;1,155054445;1,179153533
322;328;1,037483202;0,071936517;0,901272303;0,922060954;0,988099299;1,035821043;1,085055347;1,15857536;1,183139437
323;329;0,999547392;0,071579076;0,864171243;0,884795619;0,950382148;0,997839285;1,046850807;1,120125825;1,144629948
324;330;0,836515758;0,065520971;0,713024692;0,731738835;0,791439894;0,834805716;0,879727729;0,947125972;0,969724102
325;331;0,830253614;0,065230885;0,707324607;0,725950006;0,785374765;0,8285459;0,87327111;0,940382572;0,962886663
326;332;0,845885327;0,066459028;0,720641857;0,739617928;0,800161515;0,84414546;0,88971274;0,958087753;0,981015542
327;333;0,875992268;0,068824453;0,746291104;0,765942575;0,828641044;0,874190475;0,921379596;0,992188228;1,015932069
328;334;0,713009351;0,063269349;0,594403771;0,612228648;0,669376563;0,711138811;0,754603393;0,82017089;0,842243995
329;335;0,773649096;0,067083884;0,647760221;0,666710491;0,727407374;0,771710992;0,817778414;0,887198999;0,910551006
330;336;0,769419577;0,068545344;0,640947055;0,660249344;0,722144433;0,767385035;0,814477228;0,885530092;0,909453066
331;337;0,633263941;0,063969318;0,514114278;0,531843398;0,589024324;0,631111289;0,675157461;0,742027754;0,764645362
332;338;0,671252425;0,067806735;0,544955165;0,563747827;0,624358944;0,668970639;0,71565907;0,786540804;0,810515206
333;339;0,72154405;0,072886956;0,585784338;0,605984985;0,671137213;0,719091309;0,769277733;0,845470075;0,871240688
334;340;1,061805593;0,092070221;0,889027634;0,915036199;0,998340491;1,059145615;1,122371496;1,217648756;1,249698546
335;341;1,009800671;0,092959687;0,835838706;0,861912979;0,945643233;1,006949564;1,070850662;1,167414165;1,199963502
336;342;0,903359628;0,089010669;0,737351407;0,762103074;0,841836658;0,900437822;0,96169819;1,054583219;1,085970186
337;343;0,823374092;0,084924553;0,665370079;0,688839682;0,764614141;0,820456173;0,878953942;0,967862325;0,997958156
338;344;0,839816331;0,086163337;0,679461562;0,703290977;0,780206569;0,836871452;0,8962166;0,986387471;1,016904367
339;345;0,864684479;0,088714756;0,699581379;0,724116416;0,803309588;0,861652398;0,922754839;1,015595797;1,047016342
340;346;0,898101327;0,092143252;0,726617605;0,75210083;0,834354524;0,894952067;0,958415891;1,054844808;1,08747964
341;347;0,822508767;0,089743064;0,656065205;0,680667179;0,760331786;0,819247156;0,881131179;0,97547668;1,007484994
342;348;0,695862195;0,083771964;0,541422323;0,564036479;0,637677735;0,692503444;0,750386446;0,839145762;0,869386054
343;349;0,53311646;0,074651236;0,396940222;0,416549393;0,481048492;0,529636117;0,581392177;0,661556489;0,689066266
344;350;0,59888834;0,08149838;0,449903353;0,47142994;0,542091839;0,595195583;0,651661035;0,738944266;0,768854015
345;351;0,912339565;0,105347899;0,717612943;0,74624374;0,839248141;0,908287942;0,9810156;1,092256784;1,130087327
346;352;1,010268414;0,116655748;0,794640195;0,826344169;0,929331491;1,005781897;1,086316008;1,209497616;1,251388819
347;353;1,245304789;0,133510687;0,997438086;1,034132667;1,152843313;1,24053677;1,332569933;1,472742008;1,520263798
348;354;0,911034057;0,114779502;0,700063584;0,730809763;0,831216142;0,906218332;0,985604196;1,107686563;1,149366378
349;355;0,705251912;0,099737682;0,523451562;0,549599043;0,635666255;0,700555845;0,769720689;0,876925132;0,91373282
350;356;0,700936303;0,099127363;0,520248434;0,546235912;0,631776458;0,696268973;0,76501058;0,871559012;0,908141465
351;357;0,729682858;0,103192739;0,541584682;0,568637949;0,657686654;0,724824113;0,796384927;0,907303087;0,945385846
352;358;0,437430927;0,082666675;0,290669674;0,310898389;0,379205785;0,432234581;0,489996215;0,58169193;0,613709067
353;359;0,47277775;0,089346597;0,314157382;0,336020688;0,409847697;0,467161511;0,529590602;0,628695835;0,663300133
354;360;0,678197077;0,113032846;0,475000895;0,503583305;0,598928244;0,671927916;0,750636244;0,874198579;0,917007739
355;361;0,775923804;0,129320634;0,543447493;0,576148566;0,685232504;0,768751271;0,858801298;1,000168697;1,049146564
356;362;0,749604709;0,13463298;0,509320032;0,542726185;0,654947979;0,741560034;0,835498458;0,983928907;1,035587742
357;363;0,966927923;0,158961971;0,680806492;0,721135251;0,855499814;0,958230951;1,068881321;1,24239088;1,302456473
358;364;0,940435613;0,161283377;0,651279001;0,691776599;0,827220982;0,931231899;1,043624048;1,22049408;1,281876508
359;365;1,170784599;0,182845835;0,840175242;0,887116207;1,042826761;1,161279905;1,288387118;1,486878425;1,555391536
360;366;1,185767677;0,185185799;0,850927357;0,898469048;1,056172303;1,176141347;1,30487521;1,505906703;1,575296609
361;367;0,599675758;0,130859979;0,371208746;0,401840577;0,507010291;0,590184425;0,682006251;0,829894675;0,882048164
362;368;0,699110286;0,139822057;0,452427316;0,486080919;0,60042505;0,689811235;0,787668053;0,943866093;0,998611862
363;369;0,953346125;0,165956259;0,656239606;0,69775371;0,83679232;0,94373385;1,059428887;1,24173199;1,305057237
364;370;0,990949735;0,175176819;0,677808885;0,72145639;0,867855341;0,980646676;1,102820843;1,295593398;1,36261861
365;371;1,655598835;0,231830208;1,232702078;1,293598569;1,493901206;1,644790591;1,805519587;2,054470709;2,139902614
366;372;1,794162428;0,241924812;1,351608679;1,415620705;1,625608566;1,78330051;1,950880527;2,209758591;2,298429277
367;373;1,666800161;0,224751288;1,25566199;1,315129992;1,510211437;1,656709299;1,812393307;2,052894386;2,135270602
368;374;1,472039239;0,198489731;1,10894141;1,161460742;1,333747468;1,463127466;1,600620235;1,813019437;1,885770224
369;375;2,211165613;0,229287193;1,784696026;1,848014227;2,052500284;2,203245358;2,361199056;2,601335185;2,682639214
370;376;1,821725112;0,197593831;1,455129316;1,509344579;1,684845175;1,814586094;1,950824779;2,158458941;2,228885298
371;377;1,908517122;0,18805178;1,557793532;1,610086082;1,778538276;1,902344257;2,031768307;2,2280054;2,294316272
372;378;1,482326418;0,153710089;1,196428731;1,238876135;1,37595998;1,477016819;1,582906191;1,743889216;1,798394002
373;379;1,377343312;0,138428211;1,119436679;1,157828485;1,281620824;1,372708578;1,468014559;1,612668446;1,661585377
374;380;1,244042024;0,125030928;1,01109597;1,045772161;1,157583697;1,239855846;1,325937976;1,456592049;1,500774728
375;381;1,158687087;0,116452434;0,941723689;0,974020712;1,07816075;1,154788127;1,234964078;1,356653847;1,39780511
376;382;0,779373288;0,093152925;0,607559713;0,632736079;0,714685395;0,775665145;0,840020201;0,938660232;0,972256108
377;383;0,973981452;0,10266666;0,783196106;0,81148224;0,902909385;0,970376499;1,041124695;1,148778185;1,185250566
378;384;0,974317462;0,103277444;0,782456927;0,810888644;0,902813105;0,970670772;1,041847521;1,150186179;1,186898876
379;385;1,040828864;0,107928925;0,840083224;0,869888052;0,96614271;1,037100681;1,111451858;1,224487541;1,262758568
380;386;0,860358497;0,098689888;0,67786464;0,704713903;0,791897963;0,856587951;0,924709938;1,028865628;1,064276473
381;387;0,86245368;0,098930222;0,679515406;0,706430054;0,793826428;0,858673952;0,926961833;1,031371167;1,066868247
382;388;0,875393433;0,100414513;0,689710459;0,717028919;0,805736537;0,871556996;0,940869428;1,046845259;1,082874916
383;389;1,256711222;0,122062584;1,028892178;1,062898658;1,172370168;1,252761516;1,336747555;1,463997232;1,506973428
384;390;1,045568928;0,112746597;0,836320182;0,867281813;0,967476568;1,04151914;1,11924772;1,237671056;1,27782889
385;391;0,960185187;0,107351967;0,761367137;0,790688837;0,885763623;0,956187393;1,030249937;1,143319247;1,181718768
386;392;0,798945024;0,096886315;0,620412073;0,646534735;0,731638959;0,795032058;0,861986946;0,964703798;0,999710881
387;393;0,893162708;0,102452789;0,703710627;0,731583614;0,822091874;0,889248397;0,959967775;1,068094769;1,104855779
388;394;1,062929727;0,11330869;0,852500723;0,883668665;0,984469664;1,058906201;1,137004815;1,255916197;1,296220802
389;395;1,09635421;0,116871752;0,879308136;0,911456173;1,015426922;1,092204162;1,172758635;1,295409259;1,336981267
390;396;0,564532246;0,084155499;0,411773694;0,433598591;0,505724702;0,560356077;0,618789638;0,709712816;0,741016897
391;397;0,799140438;0,099892555;0,615435514;0,642230484;0,729689759;0,794982124;0,864059705;0,970235911;1,006472021
392;398;0,741077801;0,098158153;0,56128509;0,587343886;0,672723734;0,736748548;0,804714396;0,909580522;0,945467813
393;399;0,679113448;0,097016207;0,502411867;0,527794449;0,611406213;0,674499257;0,741793065;0,846173517;0,882030275
394;400;0,606240458;0,094678853;0,435048619;0,45935498;0,539982994;0,601318861;0,667135865;0,769916053;0,805392622
395;401;0,46127876;0,085657315;0,308925625;0,329988919;0,400984925;0,455987676;0,515809381;0,61062017;0,643687405
396;402;1,184855087;0,143684784;0,920086337;0,958826885;1,085038539;1,179052062;1,278347805;1,430679418;1,482595781
397;403;1,434795111;0,166791544;1,126622764;1,171904168;1,319053678;1,428337271;1,543498932;1,719715852;1,779660529
398;404;1,503915112;0,173657159;1,182924638;1,230120101;1,383430042;1,497236352;1,617121785;1,800493531;1,862854001
399;405;1,437199725;0,164858115;1,132349918;1,177200703;1,322838722;1,430901156;1,544696627;1,718685178;1,777837796
400;406;1,571840059;0,16477361;1,265547565;1,310980671;1,457788676;1,566086167;1,6796206;1,852327589;1,910826882
401;407;1,630973544;0,160704598;1,331253468;1,375941444;1,5198967;1,62569836;1,736301089;1,904000662;1,960668364
402;408;1,487845398;0,146601763;1,214427637;1,255193962;1,386516243;1,483033145;1,583929791;1,736912676;1,788607432
403;409;0,835970372;0,104496297;0,643799051;0,671828919;0,763318924;0,831620414;0,903881569;1,014951112;1,052857233
404;410;0,901542453;0,104101156;0,70912033;0,737412295;0,829316032;0,897538779;0,969405739;1,079330437;1,116713272
405;411;0,719624039;0,092138417;0,550455369;0,575066707;0,655522514;0,71569551;0,779444633;0,877583063;0,911113559
406;412;0,677532876;0,090539139;0,511801053;0,535797731;0,614468638;0,673504238;0,736207247;0,833011329;0,866153915
407;413;0,599209971;0,087403757;0,440276949;0,463047587;0,538173038;0,594965655;0,655622398;0,749851684;0,782256553
408;414;0,480345098;0,081193141;0,33457796;0,355038694;0,423378433;0,475778209;0,532336657;0,621231862;0,65205601
409;415;0,527451516;0,089155579;0,367389307;0,389856581;0,464898252;0,522436762;0,584541777;0,682154744;0,716001751
410;416;0,593663493;0,100347445;0,413508374;0,438796007;0,523257801;0,588019227;0,657920401;0,767786907;0,805882792
411;417;0,656298821;0,112554319;0,454506012;0,482767943;0,577290085;0,649875854;0,728310607;0,851742336;0,894579096
412;418;0,609202538;0,115128458;0,404810663;0,432982846;0,528113384;0,601965677;0,682409312;0,810112359;0,854702077
413;419;0,554338002;0,115587464;0,351402741;0,378865866;0,472629906;0,546325147;0,627320141;0,757148831;0,802784205
414;420;0,45191944;0,109606564;0,263259727;0,287956165;0,373977687;0,443089829;0,52024938;0,64601043;0,690718925
415;421;0,50444575;0,122346065;0,293858239;0,321425128;0,417444877;0,49458988;0,580717636;0,721095814;0,771000748
416;422;0,575714899;0,139631373;0,335375144;0,36683674;0,476422361;0,56446657;0,662762635;0,822973735;0,879929343
417;423;2,146928311;0,289491754;1,61736022;1,693958206;1,945233607;2,133930737;2,334460118;2,644238451;2,750343451
418;424;1,687292166;0,270182979;1,199829673;1,268799246;1,498063324;1,672892984;1,860833638;2,154908475;2,25655724
419;425;1,554940687;0,248989781;1,105714833;1,169274421;1,380554987;1,541670979;1,714869536;1,985877095;2,079552513
420;426;1,341970827;0,214887311;0,954272444;1,009126699;1,191469574;1,330518583;1,479995289;1,713884748;1,794730069
