t_start;t_end;Mean(R);Std(R);Quantile.0.025(R);Quantile.0.05(R);Quantile.0.25(R);Median(R);Quantile.0.75(R);Quantile.0.95(R);Quantile.0.975(R)
234;240;0,777834105;0,024499471;0,730551031;0,737979506;0,761172253;0,7775769;0,794215577;0,818566058;0,826578837
235;241;0,789917506;0,024880063;0,741899905;0,749443779;0,772996818;0,789656306;0,806553459;0,831282217;0,839419472
236;242;0,717356649;0,024182088;0,670737387;0,678049458;0,700901354;0,717084941;0,733515755;0,757590664;0,765519981
237;243;0,813720878;0,026386707;0,76281902;0,770810471;0,79577127;0,81343568;0,831359592;0,857604126;0,866243472
238;244;0,811197957;0,027054967;0,759030951;0,767215361;0,792789422;0,810897199;0,829278637;0,856206472;0,865074123
239;245;0,774406695;0,027109657;0,722177251;0,730361296;0,755953174;0,774090375;0,792515397;0,819531094;0,828433729
240;246;0,808797624;0,02831358;0,754248702;0,762796196;0,789524594;0,808467257;0,827710523;0,855925971;0,865223966
241;247;0,843863836;0,029541143;0,786949892;0,795867971;0,823755204;0,843519145;0,863596722;0,893035478;0,902736597
242;248;0,880278153;0,030815899;0,820908265;0,830211176;0,859301796;0,879918588;0,90086255;0,931571644;0,941691385
243;249;1,210703185;0,036823481;1,139597071;1,150777328;1,18566683;1,210329877;1,235332596;1,271902433;1,28393075
244;250;1,052737279;0,034802421;0,985621971;0,996153909;1,029059049;1,052353793;1,075997472;1,110628761;1,122031876
245;251;1,536181862;0,041980958;1,45499266;1,46778769;1,50766155;1,535799459;1,564285312;1,605880449;1,61954421
246;252;1,692180344;0,043518183;1,607951194;1,62124119;1,662627977;1,691807303;1,721326054;1,764391977;1,778529437
247;253;1,945389362;0,045352123;1,857506436;1,871397653;1,914610757;1,945036948;1,975783796;2,02058319;2,035275016
248;254;1,76409823;0,041125752;1,684405127;1,69700182;1,736187887;1,763778657;1,791660202;1,832284733;1,845607426
249;255;1,553828935;0,036223824;1,483634743;1,49472999;1,529245327;1,553547453;1,578105695;1,61388804;1,625622753
250;256;1,409610691;0,032381322;1,346851924;1,35677439;1,387636773;1,409362746;1,431314321;1,463292755;1,473778499
251;257;1,372954906;0,030345713;1,314116198;1,32342486;1,352366996;1,372731341;1,393299105;1,423247556;1,433064111
252;258;1,125957804;0,026421909;1,074761547;1,082852966;1,108025636;1,125751137;1,143664682;1,169767603;1,178328524
253;259;1,110932622;0,025439723;1,061625723;1,069421801;1,093669587;1,110738443;1,127983979;1,153105806;1,161343016
254;260;1,077432901;0,024531501;1,029883237;1,0374022;1,060786738;1,077246725;1,093876111;1,118098666;1,12604058
255;261;1,051658109;0,023944648;1,005245948;1,012585039;1,035410163;1,051476387;1,067707958;1,091351051;1,099102975
256;262;1,035399995;0,023574476;0,989705343;0,996930975;1,019403234;1,035221082;1,051201721;1,074479303;1,082111387
257;263;1,021841391;0,023289927;0,976698809;0,983837018;1,006037617;1,021664454;1,037452283;1,060449312;1,067989483
258;264;1,034819092;0,023344424;0,989565682;0,996722649;1,018979297;1,034643556;1,050467533;1,073514307;1,081070056
259;265;0,873547694;0,021388907;0,832124423;0,838666315;0,859027521;0,87337313;0,887877573;0,909024527;0,915962989
260;266;0,910007106;0,021790718;0,867794429;0,874463654;0,895216223;0,909833181;0,924608391;0,946143834;0,953208178
261;267;0,88261538;0,021540022;0,840897796;0,847486561;0,867992925;0,88244016;0,897046826;0,918341893;0,925328719
262;268;0,898820741;0,02193551;0,856337196;0,863046934;0,883929808;0,898642303;0,913517157;0,935203214;0,942318322
263;269;0,919118215;0,022430865;0,875675293;0,882536553;0,90389101;0,918935748;0,934146511;0,95632229;0,963598074
264;270;0,947220047;0,023027707;0,902619125;0,909663767;0,931588055;0,947033446;0,962648623;0,985412842;0,992881399
265;271;0,962663309;0,023437802;0,917268907;0,924438686;0,946752783;0,962473103;0,978366489;1,001536741;1,009138624
266;272;1,157476212;0,025881955;1,107298871;1,115235735;1,13991554;1,157283305;1,174826593;1,200374712;1,20874982
267;273;1,053228371;0,024783559;1,005208188;1,012797274;1,036407845;1,053033983;1,069836992;1,094322544;1,102353236
268;274;1,023430101;0,024326048;0,976301917;0,98374872;1,006919068;1,023237371;1,039731037;1,063768903;1,071653546
269;275;1,006309159;0,023919098;0,959969381;0,967291607;0,990074339;1,006119653;1,022337397;1,045973133;1,053725874
270;276;0,995034974;0,02365112;0,949214364;0,956454555;0,97898204;0,994847591;1,010883639;1,034254573;1,041920456
271;277;0,898565868;0,022429129;0,855138231;0,861994251;0,883337651;0,898379257;0,913590658;0,935774034;0,943053993
272;278;0,900582912;0,022465483;0,85708455;0,863951815;0,885330073;0,900396114;0,915632121;0,937851192;0,945142818
273;279;0,809829858;0,021407895;0,768409712;0,77494166;0,795289472;0,809641226;0,824164615;0,845361498;0,852321974
274;280;0,832742803;0,021914284;0,790340392;0,797027836;0,817858932;0,83255058;0,84741713;0,869113461;0,87623759
275;281;0,85465444;0,022522122;0,811076698;0,817949321;0,83935759;0,854456611;0,869735635;0,892034372;0,899356415
276;282;0,885232404;0,023327922;0,840095531;0,847214044;0,869388261;0,885027498;0,900853177;0,923949721;0,931533734
277;283;0,91574297;0,024131946;0,869050402;0,876414263;0,899352741;0,915531002;0,931902131;0,955794725;0,96364013
278;284;0,867293739;0,023817405;0,821235039;0,828492949;0,851112517;0,867075726;0,883237304;0,906838192;0,914591376
279;285;0,822885713;0,023453653;0,777553779;0,784691643;0,806947357;0,822662901;0,838581181;0,861839819;0,869483858
280;286;0,898520108;0,024777924;0,850606649;0,858156188;0,881685826;0,898292357;0,915106117;0,939660912;0,947727848
281;287;0,943902794;0,025756643;0,894089651;0,901940202;0,926404865;0,943668527;0,961145346;0,986664493;0,995047243
282;288;1,015365744;0,027088462;0,962961103;0,97122381;0,996965924;1,015124861;1,033502975;1,060329354;1,069139292
283;289;1,034402668;0,027596339;0,981015501;0,989433125;1,015657873;1,034157269;1,052879951;1,080209294;1,089184408
284;290;1,040471246;0,02775824;0,98677087;0,995237877;1,021616479;1,040224406;1,05905693;1,086546607;1,095574376
285;291;0,844642867;0,024961483;0,79642166;0,804008521;0,827675259;0,844396987;0,86134244;0,886115937;0,894261377
286;292;0,640143136;0,021665563;0,59837814;0,604928174;0,625399767;0,63989873;0,65462008;0,676191794;0,683297052
287;293;1,039431878;0,027750269;0,985747426;0,994211804;1,020582434;1,039184934;1,058012126;1,085494303;1,09451968
288;294;1,142168347;0,029679227;1,084731999;1,093792725;1,122012358;1,141911286;1,162044112;1,191420831;1,201065541
289;295;1,172918593;0,030581694;1,113738336;1,123073557;1,152149241;1,172652817;1,19339822;1,223670219;1,233609223
290;296;1,16831675;0,030461709;1,109368681;1,118667277;1,147628885;1,168052016;1,188716027;1,218869256;1,228769266
291;297;1,13532996;0,029601639;1,078046258;1,087082313;1,115226206;1,135072701;1,155153275;1,184455144;1,194075632
292;298;1,375559052;0,032033086;1,313484859;1,323296802;1,353819668;1,375310405;1,397027384;1,428669461;1,439046276
293;299;1,595194744;0,033947999;1,529344793;1,539768992;1,572167795;1,59495393;1,617959178;1,651441936;1,662413214
294;300;1,199001048;0,028752113;1,143303798;1,15210324;1,179484806;1,19877123;1,218266763;1,246682788;1,256004325
295;301;1,047659277;0,025901709;0,997502093;1,005421917;1,030074439;1,047445825;1,06501143;1,090624743;1,099029481
296;302;0,9562452;0,02395108;0,909872702;0,917193168;0,939983295;0,95604524;0,972289126;0,995979315;1,003754045
297;303;0,926943059;0,02321715;0,88199155;0,889087695;0,911179466;0,926749226;0,942495352;0,965459605;0,972996095
298;304;0,924324498;0,023151562;0,879499975;0,886576074;0,908605436;0,924131213;0,939832857;0,962732237;0,970247437
299;305;0,947334525;0,023580423;0,901676161;0,908884724;0,931324926;0,947138882;0,963130851;0,98645168;0,994104698
300;306;0,949277392;0,023798964;0,903199949;0,91047371;0,93311867;0,949078514;0,965219315;0,988759464;0,996485029
301;307;1,125846444;0,026104939;1,0752574;1,083254502;1,108130682;1,125644686;1,143342268;1,169126603;1,177582056
302;308;1,218551858;0,027288612;1,165648308;1,174016186;1,200036621;1,218348161;1,236845042;1,263782359;1,272612993
303;309;1,257027451;0,027628645;1,203453745;1,21193022;1,238283523;1,256825037;1,275550725;1,302815137;1,311751454
304;310;1,221954284;0,02685776;1,169875373;1,17811534;1,203733342;1,221757517;1,239960727;1,266464416;1,275151395
305;311;1,171433468;0,025747345;1,121507722;1,129407014;1,153965858;1,171244837;1,188695449;1,214103362;1,222431183
306;312;1,442264539;0,027953803;1,387991048;1,396594698;1,423312838;1,442083944;1,46101937;1,488550406;1,497564331
307;313;1,330741592;0,026326812;1,279637059;1,287735959;1,312891064;1,330567983;1,348402867;1,374339421;1,382832724
308;314;1,142667378;0,02376949;1,096550105;1,103853158;1,12654653;1,142502566;1,158608562;1,182043785;1,189721255
309;315;1,002346609;0,021602097;0,960449942;0,96708096;0,987692864;1,002191427;1,016831189;1,038141598;1,045125156
310;316;0,899362649;0,020015511;0,860556566;0,866695245;0,885782678;0,89921417;0,912780761;0,932536528;0,939012519
311;317;0,883996722;0,019673539;0,845853655;0,851887453;0,87064877;0,88385078;0,897185581;0,916603813;0,92296916
312;318;0,890230506;0,019812273;0,851818461;0,857894808;0,876788426;0,890083535;0,90351237;0,923067537;0,929477771
313;319;0,802009042;0,0190041;0,765190024;0,771008175;0,789110467;0,801858943;0,814743992;0,833521913;0,839681058
314;320;0,896199089;0,020347152;0,856758736;0,862995683;0,882392501;0,896045108;0,90983782;0,929927741;0,9365145
315;321;1,000414267;0,021830829;0,958079612;0,964778615;0,985604321;1,000255475;1,015051112;1,036591572;1,043651315
316;322;1,098699469;0,023214263;1,053666686;1,060796282;1,082953845;1,098535977;1,114266868;1,137160346;1,144661362
317;323;1,195156858;0,024380804;1,147844167;1,155338745;1,178623139;1,194991075;1,211509855;1,235540471;1,243411673
318;324;1,186640385;0,024207071;1,139664835;1,147106008;1,170224482;1,186475783;1,202876853;1,226736231;1,234551345
319;325;1,156100283;0,023584063;1,110333725;1,117583387;1,140106869;1,155939918;1,171918879;1,195164198;1,202778177
320;326;0,993552094;0,021487545;0,951879146;0,958474389;0,978975769;0,993397195;1,007959561;1,029158176;1,036105318
321;327;1,022626916;0,021458959;0,980996241;0,987587918;1,008072416;1,02247682;1,037017794;1,058177903;1,065110565
322;328;0,891653537;0,019873495;0,853123424;0,859218299;0,878169804;0,891505892;0,90497632;0,924592405;0,931022698
323;329;0,840705305;0,019266832;0,803362944;0,80926719;0,827631045;0,840558127;0,853619125;0,872645457;0,878884059
324;330;0,88408724;0,019853348;0,845599371;0,851686808;0,870616589;0,883938634;0,897395894;0,916994584;0,923419624
325;331;0,90511674;0,020325594;0,865713371;0,871945609;0,891325666;0,904964598;0,918741961;0,93880684;0,94538471
326;332;0,930855085;0,020903582;0,890331224;0,896740684;0,916671842;0,930698618;0,944867761;0,965503214;0,972268135
327;333;1,04429949;0,02240759;1,000838571;1,007717644;1,029099713;1,044139228;1,059324563;1,081428008;1,088671163
328;334;1,056045638;0,022722484;1,011975253;1,018950487;1,04063202;1,055882673;1,071281605;1,09369668;1,101042137
329;335;1,170645918;0,023970736;1,124130751;1,13149858;1,154389959;1,17048231;1,186723525;1,210351339;1,218090852
330;336;1,213602754;0,024301234;1,166435766;1,173909331;1,197124608;1,213440555;1,229904085;1,253849454;1,261691502
331;337;0,978589131;0,021587109;0,936732;0,943354277;0,96394362;0,978430403;0,99306161;1,014365423;1,021348298
332;338;0,948341305;0,020919859;0,907777962;0,914195548;0,934148481;0,948187483;0,962366445;0,983011765;0,989778802
333;339;0,930004736;0,020515365;0,890225702;0,896519201;0,916086336;0,929853888;0,943758694;0,964004828;0,970641022
334;340;0,963708613;0,020891034;0,92319355;0,929605303;0,949536751;0,96355766;0,977715919;0,998326836;1,005081521
335;341;0,920630364;0,020539758;0,880808955;0,88710799;0,906694505;0,920477617;0,934399711;0,95467377;0,961319812
336;342;0,908373884;0,020533795;0,86856981;0,874864734;0,894441007;0,908219167;0,922138102;0,942410791;0,9490572
337;343;0,902816996;0,020603885;0,86288132;0,869196044;0,888835773;0,902660261;0,91662736;0,936972582;0,943643373
338;344;1,107377381;0,023000588;1,062751233;1,069818318;1,091778143;1,107218142;1,122803031;1,145479624;1,152908468
339;345;1,125815295;0,023383549;1,080446118;1,087630871;1,109956328;1,125653405;1,141497783;1,164551943;1,172104477
340;346;1,12744152;0,023417326;1,082006808;1,089201938;1,111559645;1,127279395;1,14314666;1,166234122;1,173797566
341;347;1,04928572;0,022396312;1,005844267;1,012720831;1,034094039;1,049126379;1,064303702;1,086394135;1,093632687
342;348;1,025700546;0,021877956;0,983264228;0,989981755;1,010860527;1,025544999;1,040371;1,061949919;1,069020816
343;349;0,960690321;0,020978972;0,920007913;0,926445391;0,946458214;0,960537617;0,974755963;0,995456141;1,002240531
344;350;0,989094984;0,021193811;0,947987667;0,954494349;0,974718662;0,988943611;1,003306292;1,024211965;1,031062534
345;351;0,966029762;0,020951199;0,925398222;0,93182836;0,951817048;0,965878303;0,980077368;1,000747803;1,007522023
346;352;0,970711662;0,02105274;0,9298832;0,936344501;0,956430065;0,970559469;0,98482735;1,005597965;1,012405017
347;353;0,976275819;0,021173415;0,935213327;0,941711665;0,96191236;0,976122754;0,99047242;1,011362093;1,018208162
348;354;0,910119124;0,020505253;0,870368915;0,876655667;0,896205883;0,909965132;0,923864496;0,944107861;0,95074445
349;355;0,935212364;0,020849529;0,894790057;0,901184222;0,921066393;0,935057429;0,949189439;0,969769002;0,976515146
350;356;0,81297207;0,019540114;0,775120908;0,781100655;0,799708522;0,812815524;0,826064966;0,84537748;0,851712865
351;357;0,875898299;0,020436151;0,836297685;0,842557069;0,862029062;0,875739368;0,889594283;0,909781658;0,9164021
352;358;0,881710619;0,020753315;0,841499496;0,847854411;0,867625384;0,881547797;0,89561836;0,916122229;0,92284704
353;359;0,908156389;0,021375783;0,866739185;0,873284708;0,893648685;0,907988683;0,922481274;0,94360013;0,950526643
354;360;0,93314291;0,021963905;0,890586176;0,897311789;0,91823605;0,932970591;0,947861923;0,969561832;0,976678918
355;361;0,988371314;0,022855953;0,944077161;0,95107949;0,972860682;0,988195139;1,003689896;1,026264087;1,033666646
356;362;1,012533757;0,023321358;0,96733561;0,974481335;0,996707667;1,012354712;1,028164667;1,05119692;1,058749398
357;363;1,172724318;0,025203855;1,123840702;1,131577891;1,155627592;1,172543765;1,189624221;1,214486629;1,222633997
358;364;1,046503338;0,023802616;1,000365944;1,007661714;1,030351869;1,046322881;1,06245809;1,08596052;1,09366625
359;365;1,053336237;0,023701917;1,007388528;1,014655607;1,037254112;1,053158464;1,069224569;1,092623267;1,100294208
360;366;1,033470583;0,023254905;0,988389436;0,99551946;1,017691763;1,033296163;1,049059265;1,072016669;1,079542939
361;367;1,01988686;0,022949247;0,97539825;0,982434559;1,004315434;1,019714733;1,035270648;1,057926305;1,065353651
362;368;0,999766558;0,022628653;0,955902298;0,962839182;0,984412133;0,999595838;1,014934879;1,037276277;1,044601
363;369;0,93029211;0,021776491;0,888095815;0,894765102;0,915512942;0,930122199;0,944886056;0,9663987;0,973453988
364;370;0,91850868;0,021625442;0,876607878;0,883229796;0,903831508;0,918338968;0,933000847;0,954366466;0,961373931
365;371;0,861599142;0,021008365;0,820910805;0,827337117;0,847337682;0,861428399;0,875674473;0,896443588;0,903257789
366;372;0,773432844;0,020043579;0,734642423;0,740762025;0,759820937;0,773259707;0,786856012;0,806694249;0,813207178
367;373;0,791048853;0,020500099;0,751374926;0,757633911;0,777126916;0,790871773;0,804777753;0,825067833;0,831729103
368;374;0,819267729;0,021231393;0,778178525;0,784660785;0,804849158;0,819084331;0,833486376;0,854500258;0,861399154
369;375;0,889063161;0,022604112;0,845306732;0,852212286;0,8737143;0,888871601;0,9042032;0,926567465;0,9339082
370;376;0,981495599;0,024258504;0,934520212;0,941937671;0,965026375;0,98129575;0,997746966;1,021735233;1,029606705
371;377;1,074888438;0,025798148;1,024913982;1,032809176;1,057377183;1,074682053;1,092174711;1,117671699;1,126035753
372;378;1,224054644;0,027740726;1,17028171;1,178785413;1,205231335;1,223845088;1,242649512;1,270038691;1,27901846
373;379;1,360453719;0,029177898;1,303861091;1,312818739;1,340661479;1,36024513;1,380018573;1,408800215;1,418231734
374;380;1,323451081;0,028384296;1,268397702;1,277111713;1,304197165;1,323248166;1,342483796;1,370482614;1,379657607
375;381;1,258753909;0,026996724;1,206391825;1,21467985;1,240441224;1,258560913;1,276856206;1,303486295;1,312212767
376;382;1,20435973;0,025642093;1,154621229;1,162494892;1,186966638;1,204177753;1,221554445;1,246845311;1,255132389
377;383;1,157585563;0,024485802;1,110086705;1,117606599;1,140977385;1,157412923;1,174005543;1,198153421;1,206065518
378;384;1,034077508;0,022662756;0,990131605;0,997085087;1,01870281;1,033911954;1,049271734;1,071634649;1,078964234
379;385;1,093876776;0,022943976;1,049364945;1,056412864;1,078315103;1,093716364;1,109263581;1,131887868;1,139300208
380;386;1,039088459;0,02215344;0,996117583;1,002919778;1,024061615;1,038931025;1,053943682;1,07579416;1,082954011
381;387;1,026222052;0,021879128;0,983783259;0,990501227;1,011381277;1,026066568;1,040893332;1,062473249;1,069544444
382;388;1,015818443;0,021657322;0,973809885;0,980459747;1,00112812;1,015664535;1,030340989;1,051702133;1,058701641
383;389;1,142367439;0,022888585;1,097942566;1,104981583;1,126847131;1,142214577;1,15772111;1,180274723;1,187661012
384;390;1,134507916;0,022749384;1,090353571;1,097349641;1,119081933;1,134355861;1,149768142;1,172184864;1,179526371
385;391;1,116161859;0,022413069;1,072660872;1,079553277;1,100963813;1,116011841;1,131196368;1,153282167;1,160515382
386;392;1,032105592;0,021308856;0,990759245;0,997307534;1,017654172;1,031958949;1,046397154;1,067403867;1,074285301
387;393;1,058853821;0,021331218;1,017453898;1,02401309;1,04438912;1,058710581;1,073162373;1,094183156;1,101067759
388;394;1,042221584;0,020996152;1,001471962;1,007928124;1,027984092;1,042080595;1,056305381;1,076995974;1,083772436
389;395;1,031979591;0,020789821;0,991630419;0,998023135;1,017882012;1,031839987;1,045924985;1,06641225;1,073122119
390;396;0,954263019;0,019910749;0,915633631;0,92175063;0,940759009;0,954124543;0,967616075;0,987247764;0,993679352
391;397;1,040889612;0,020730905;1,000650257;1,00702665;1,026832824;1,040751986;1,054796372;1,07522203;1,081911081
392;398;1,045111011;0,020769717;1,004795462;1,011184133;1,031028065;1,044973428;1,059043975;1,079507201;1,086208434
393;399;0,903723494;0,019311389;0,866266222;0,872195413;0,890624269;0,903585945;0,916672775;0,935720769;0,941962444
394;400;0,907765427;0,019314158;0,870301086;0,876231799;0,894664638;0,907628451;0,920716897;0,939766294;0,946008188
395;401;0,910943538;0,019381777;0,873348034;0,87929951;0,897796883;0,910806082;0,923940351;0,943056441;0,949320188
396;402;0,924358535;0,019667203;0,886209381;0,892248502;0,911018276;0,924219055;0,937546746;0,956944348;0,963300338
397;403;1,260891687;0,023187403;1,215850425;1,222995757;1,245175512;1,260749554;1,276452921;1,299272449;1,30674068
398;404;1,202840305;0,022813167;1,158538531;1,165563573;1,187375455;1,202696083;1,218147936;1,240608993;1,247961679
399;405;1,408199406;0,024524755;1,360537582;1,36810405;1,391581022;1,408057037;1,42466259;1,448780396;1,456670299
400;406;1,527645625;0,025053472;1,478932037;1,486671239;1,510673491;1,527508668;1,544468459;1,569087185;1,577137527
401;407;1,508803519;0,024188118;1,461764017;1,469239274;1,492419193;1,508674265;1,525046943;1,548808661;1,556577558
402;408;1,396891371;0,022394018;1,35334092;1,360261716;1,381722316;1,396771705;1,411929975;1,433929221;1,441121877
403;409;1,284068101;0,020585311;1,244035105;1,250396927;1,27012421;1,283958099;1,297892076;1,3181145;1,324726224
404;410;1,169891444;0,018920971;1,13309771;1,138944158;1,157074452;1,169789441;1,18259724;1,201186671;1,207264851
405;411;1,11293327;0,017922584;1,078079817;1,08361824;1,100792803;1,112837064;1,124968861;1,142576469;1,148333455
406;412;0,985869322;0,016532498;0,953729606;0,958834309;0,974668522;0,98577691;0,996969382;1,013219562;1,018534208
407;413;0,936663139;0,015914555;0,905728079;0,910640651;0,925880371;0,936573007;0,947347652;0,962993074;0,968110407
408;414;0,880216024;0,015357537;0,850370391;0,855108371;0,869809413;0,880126709;0,89052527;0,905628339;0,910569224
409;415;0,885504659;0,015449811;0,855479705;0,860246151;0,875035523;0,885414808;0,895875847;0,91106966;0,916040232
410;416;0,901222271;0,015724043;0,870664377;0,875515427;0,890567308;0,901130825;0,911777546;0,927241048;0,932299847
411;417;0,659090113;0,013604678;0,632692405;0,636873195;0,649863588;0,658996508;0,668214597;0,681626326;0,686019767
412;418;0,65639149;0,013749623;0,629716551;0,633940296;0,647065923;0,656295487;0,665612403;0,679170162;0,683612006
413;419;0,727211347;0,014785728;0,698517633;0,703063094;0,717184656;0,727111141;0,737128801;0,751701412;0,756474519
414;420;0,81459271;0,016166245;0,783212414;0,788185246;0,803631235;0,814485769;0,825437607;0,841364962;0,846580743
415;421;0,803915336;0,016626011;0,771655842;0,776764854;0,792639663;0,803800723;0,815066067;0,831456772;0,836826161
416;422;0,850460688;0,017588629;0,816333424;0,821738239;0,838532173;0,850339439;0,862257028;0,879596728;0,885276996
417;423;0,887975483;0,018364484;0,852342826;0,857986054;0,875520788;0,887848886;0,900292173;0,918396747;0,924327578
418;424;1,022446502;0,020051826;0,983519429;0,98968926;1,008851251;1,022315423;1,035898861;1,05565087;1,062118489
419;425;1,085834138;0,020935694;1,045184585;1,051628994;1,071640845;1,085699589;1,099880758;1,120498242;1,127248319
420;426;0,988630671;0,020080188;0,949661936;0,95583519;0,975013707;0,988494724;1,002099437;1,021889879;1,028371977
421;427;0,935601972;0,019470592;0,897825535;0,903807707;0,922396674;0,935466909;0,948660036;0,967856947;0,974145954
422;428;0,912241819;0,019151056;0,875088677;0,880971354;0,899252619;0,912107807;0,925084931;0,94396941;0,950156535
423;429;0,915051937;0,01921005;0,877784346;0,883685145;0,902022724;0,914917512;0,927934611;0,946877263;0,953083447
424;430;0,927293141;0,019467035;0,889526999;0,895506737;0,914089629;0,927156918;0,940348155;0,959544215;0,965833422
425;431;0,948311749;0,019860204;0,909781895;0,915882784;0,934841747;0,94817311;0,961630619;0,981213623;0,987629469
426;432;0,838290169;0,018829663;0,801786926;0,807560441;0,825514077;0,838149189;0,850912576;0,869500792;0,875594582
427;433;0,864184288;0,019256468;0,826850346;0,832756029;0,851119213;0,864041263;0,877093449;0,89610042;0,902331026
428;434;0,874752806;0,019569855;0,836812942;0,842814078;0,861474798;0,874606872;0,887871729;0,907189328;0,913521994
429;435;0,933880846;0,02049641;0,894136377;0,900424927;0,91997571;0,933730901;0,947622525;0,96784824;0,974477432
430;436;1,097141008;0,022522344;1,053437555;1,060359755;1,081867083;1,096986898;1,112246935;1,134447948;1,141720255
431;437;1,278682302;0,024553749;1,231005957;1,238564799;1,262036499;1,278525142;1,295156782;1,319335893;1,327251771
